Day,Classroom,Time,Course,Section
Thursday,41,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Thursday,41,4:00 PM - 5:30 PM,Machine Learning,BCS-1B
Thursday,41,5:30 PM - 7:00 PM,Computer Architecture,BDS-5A
Thursday,41,7:00 PM - 8:30 PM,Web Development,BDS-8A
Thursday,42,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Thursday,42,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Thursday,42,11:30 AM - 1:00 PM,Linear Algebra,BDS-7A
Thursday,42,1:00 PM - 2:30 PM,Statistics,BDS-4A
Thursday,42,2:30 PM - 4:00 PM,Database Systems,BDS-6A
Thursday,42,4:00 PM - 5:30 PM,Operating Systems,BCS-6B
Thursday,42,5:30 PM - 7:00 PM,Computer Networks,BDS-2A
Thursday,42,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Thursday,43,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-2A
Thursday,43,10:00 AM - 11:30 AM,Machine Learning,BDS-4A
Thursday,43,11:30 AM - 1:00 PM,Computer Architecture,BSD-1A
Thursday,43,1:00 PM - 2:30 PM,Web Development,BDS-5A
Thursday,43,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-2A
Thursday,43,4:00 PM - 5:30 PM,Data Structures,BSD-1A
Thursday,43,5:30 PM - 7:00 PM,Linear Algebra,BDS-5A
Thursday,43,7:00 PM - 8:30 PM,Statistics,BDS-5A
Thursday,44,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Thursday,44,10:00 AM - 11:30 AM,Operating Systems,BDS-2A
Thursday,44,11:30 AM - 1:00 PM,Computer Networks,BDS-3A
Thursday,44,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Thursday,44,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1A
Thursday,44,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Thursday,44,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Thursday,44,7:00 PM - 8:30 PM,Web Development,BCS-7A
Thursday,45,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Thursday,45,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Thursday,45,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Thursday,45,1:00 PM - 2:30 PM,Statistics,BDS-8A
Thursday,45,2:30 PM - 4:00 PM,Database Systems,BCS-3A
Thursday,45,4:00 PM - 5:30 PM,Operating Systems,BDS-5A
Thursday,45,5:30 PM - 7:00 PM,Computer Networks,BCS-2A
Thursday,45,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Thursday,46,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-5A
Thursday,46,10:00 AM - 11:30 AM,Machine Learning,BCS-1B
Thursday,46,11:30 AM - 1:00 PM,Computer Architecture,BCS-2A
Thursday,46,1:00 PM - 2:30 PM,Web Development,BDS-3A
Thursday,46,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Thursday,46,4:00 PM - 5:30 PM,Data Structures,BCS-6B
Thursday,46,5:30 PM - 7:00 PM,Linear Algebra,BDS-3A
Thursday,46,7:00 PM - 8:30 PM,Statistics,BDS-8A
Thursday,47,8:30 AM - 10:00 AM,Database Systems,BDS-5A
Thursday,47,10:00 AM - 11:30 AM,Operating Systems,BDS-2A
Thursday,47,11:30 AM - 1:00 PM,Computer Networks,BDS-5A
Thursday,47,1:00 PM - 2:30 PM,Software Engineering,BDS-7A
Thursday,47,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Thursday,47,4:00 PM - 5:30 PM,Machine Learning,BCS-6B
Thursday,47,5:30 PM - 7:00 PM,Computer Architecture,BDS-6A
Thursday,47,7:00 PM - 8:30 PM,Web Development,BDS-5A
Thursday,48,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-2A
Thursday,48,10:00 AM - 11:30 AM,Data Structures Lab,BCS-6B
Thursday,48,11:30 AM - 1:00 PM,Database Systems Lab,BDS-5A
Thursday,48,1:00 PM - 2:30 PM,Operating Systems Lab,BDS-6A
Thursday,48,2:30 PM - 4:00 PM,AI Lab,BDS-4A
Thursday,48,4:00 PM - 5:30 PM,ML Lab,BDS-4A
Thursday,48,5:30 PM - 7:00 PM,Networks Lab,BDS-2A
Thursday,48,7:00 PM - 8:30 PM,Web Dev Lab,BCS-6B
Thursday,49,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-2A
Thursday,49,10:00 AM - 11:30 AM,Data Structures Lab,BDS-6A
Thursday,49,11:30 AM - 1:00 PM,Database Systems Lab,BDS-5A
Thursday,49,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-7A
Thursday,49,2:30 PM - 4:00 PM,AI Lab,BCS-7A
Thursday,49,4:00 PM - 5:30 PM,ML Lab,BCS-1B
Thursday,49,5:30 PM - 7:00 PM,Networks Lab,BCS-7A
Thursday,49,7:00 PM - 8:30 PM,Web Dev Lab,BDS-3A
Friday,0,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Friday,0,10:00 AM - 11:30 AM,Operating Systems,BDS-6A
Friday,0,11:30 AM - 1:00 PM,Computer Networks,BCS-2A
Friday,0,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Friday,0,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Friday,0,4:00 PM - 5:30 PM,Machine Learning,BDS-8A
Friday,0,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Friday,0,7:00 PM - 8:30 PM,Web Development,BDS-8A
Friday,1,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Friday,1,10:00 AM - 11:30 AM,Data Structures,BCS-1B
Friday,1,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Friday,1,1:00 PM - 2:30 PM,Statistics,BCS-2A
Friday,1,2:30 PM - 4:00 PM,Database Systems,BSD-1A
Friday,1,4:00 PM - 5:30 PM,Operating Systems,BDS-4A
Friday,1,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Friday,1,7:00 PM - 8:30 PM,Software Engineering,BCS-1C
Friday,2,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1B
Friday,2,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Friday,2,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Friday,2,1:00 PM - 2:30 PM,Web Development,BCS-3A
Friday,2,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-6B
Friday,2,4:00 PM - 5:30 PM,Data Structures,BCS-7A
Friday,2,5:30 PM - 7:00 PM,Linear Algebra,BDS-4A
Friday,2,7:00 PM - 8:30 PM,Statistics,BDS-5A
Friday,3,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Friday,3,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Friday,3,11:30 AM - 1:00 PM,Computer Networks,BCS-7A
Friday,3,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Friday,3,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Friday,3,4:00 PM - 5:30 PM,Machine Learning,BCS-7A
Friday,3,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Friday,3,7:00 PM - 8:30 PM,Web Development,BCS-2A
Friday,4,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-4A
Friday,4,10:00 AM - 11:30 AM,Data Structures,BCS-1C
Friday,4,11:30 AM - 1:00 PM,Linear Algebra,BCS-2A
Friday,4,1:00 PM - 2:30 PM,Statistics,BCS-6B
Friday,4,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Friday,4,4:00 PM - 5:30 PM,Operating Systems,BDS-5A
Friday,4,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Friday,4,7:00 PM - 8:30 PM,Software Engineering,BDS-2A
Friday,5,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-3A
Friday,5,10:00 AM - 11:30 AM,Machine Learning,BDS-4A
Friday,5,11:30 AM - 1:00 PM,Computer Architecture,BCS-3A
Friday,5,1:00 PM - 2:30 PM,Web Development,BCS-3A
Friday,5,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-6B
Friday,5,4:00 PM - 5:30 PM,Data Structures,BDS-3A
Friday,5,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Friday,5,7:00 PM - 8:30 PM,Statistics,BDS-2A
Friday,6,8:30 AM - 10:00 AM,Database Systems,BCS-7A
Friday,6,10:00 AM - 11:30 AM,Operating Systems,BDS-5A
Friday,6,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Friday,6,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
Friday,6,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-3A
Friday,6,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Friday,6,5:30 PM - 7:00 PM,Computer Architecture,BDS-5A
Friday,6,7:00 PM - 8:30 PM,Web Development,BDS-4A
Friday,7,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-8A
Friday,7,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Friday,7,11:30 AM - 1:00 PM,Linear Algebra,BDS-6A
Friday,7,1:00 PM - 2:30 PM,Statistics,BDS-6A
Friday,7,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Friday,7,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Friday,7,5:30 PM - 7:00 PM,Computer Networks,BDS-2A
Friday,7,7:00 PM - 8:30 PM,Software Engineering,BDS-2A
Friday,8,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1A
Friday,8,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Friday,8,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Friday,8,1:00 PM - 2:30 PM,Web Development,BCS-1A
Friday,8,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-5A
Friday,8,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Friday,8,5:30 PM - 7:00 PM,Linear Algebra,BDS-6A
Friday,8,7:00 PM - 8:30 PM,Statistics,BSD-1A
Friday,9,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Friday,9,10:00 AM - 11:30 AM,Operating Systems,BDS-2A
Friday,9,11:30 AM - 1:00 PM,Computer Networks,BDS-5A
Friday,9,1:00 PM - 2:30 PM,Software Engineering,BDS-4A
Friday,9,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Friday,9,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Friday,9,5:30 PM - 7:00 PM,Computer Architecture,BDS-6A
Friday,9,7:00 PM - 8:30 PM,Web Development,BSD-1A
Friday,10,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-3A
Friday,10,10:00 AM - 11:30 AM,Data Structures,BCS-6B
Friday,10,11:30 AM - 1:00 PM,Linear Algebra,BDS-6A
Friday,10,1:00 PM - 2:30 PM,Statistics,BSD-1A
Friday,10,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Friday,10,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Friday,10,5:30 PM - 7:00 PM,Computer Networks,BCS-1C
Friday,10,7:00 PM - 8:30 PM,Software Engineering,BCS-1B
Friday,11,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-6B
Friday,11,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Friday,11,11:30 AM - 1:00 PM,Computer Architecture,BDS-4A
Friday,11,1:00 PM - 2:30 PM,Web Development,BCS-6B
Friday,11,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1C
Friday,11,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Friday,11,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Friday,11,7:00 PM - 8:30 PM,Statistics,BDS-6A
Friday,12,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Friday,12,10:00 AM - 11:30 AM,Operating Systems,BDS-8A
Friday,12,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Friday,12,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Friday,12,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-3A
Friday,12,4:00 PM - 5:30 PM,Machine Learning,BCS-1A
Friday,12,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Friday,12,7:00 PM - 8:30 PM,Web Development,BCS-3A
Friday,13,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-8A
Friday,13,10:00 AM - 11:30 AM,Data Structures,BDS-8A
Friday,13,11:30 AM - 1:00 PM,Linear Algebra,BCS-1B
Friday,13,1:00 PM - 2:30 PM,Statistics,BCS-7A
Friday,13,2:30 PM - 4:00 PM,Database Systems,BSD-1A
Friday,13,4:00 PM - 5:30 PM,Operating Systems,BDS-2A
Friday,13,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Friday,13,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Friday,14,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1C
Friday,14,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Friday,14,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Friday,14,1:00 PM - 2:30 PM,Web Development,BCS-7A
Friday,14,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Friday,14,4:00 PM - 5:30 PM,Data Structures,BDS-5A
Friday,14,5:30 PM - 7:00 PM,Linear Algebra,BDS-3A
Friday,14,7:00 PM - 8:30 PM,Statistics,BDS-8A
Friday,15,8:30 AM - 10:00 AM,Database Systems,BCS-1A
Friday,15,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Friday,15,11:30 AM - 1:00 PM,Computer Networks,BCS-1A
Friday,15,1:00 PM - 2:30 PM,Software Engineering,BDS-8A
Friday,15,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-3A
Friday,15,4:00 PM - 5:30 PM,Machine Learning,BCS-1A
Friday,15,5:30 PM - 7:00 PM,Computer Architecture,BDS-5A
Friday,15,7:00 PM - 8:30 PM,Web Development,BDS-8A
Friday,16,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-7A
Friday,16,10:00 AM - 11:30 AM,Data Structures,BDS-4A
Friday,16,11:30 AM - 1:00 PM,Linear Algebra,BCS-2A
Friday,16,1:00 PM - 2:30 PM,Statistics,BCS-6B
Friday,16,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Friday,16,4:00 PM - 5:30 PM,Operating Systems,BCS-3A
Friday,16,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Friday,16,7:00 PM - 8:30 PM,Software Engineering,BDS-8A
Friday,17,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Friday,17,10:00 AM - 11:30 AM,Machine Learning,BCS-3A
Friday,17,11:30 AM - 1:00 PM,Computer Architecture,BDS-5A
Friday,17,1:00 PM - 2:30 PM,Web Development,BCS-3A
Friday,17,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Friday,17,4:00 PM - 5:30 PM,Data Structures,BDS-6A
Friday,17,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Friday,17,7:00 PM - 8:30 PM,Statistics,BCS-7A
Friday,18,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Friday,18,10:00 AM - 11:30 AM,Operating Systems,BDS-7A
Friday,18,11:30 AM - 1:00 PM,Computer Networks,BDS-5A
Friday,18,1:00 PM - 2:30 PM,Software Engineering,BCS-7A
Friday,18,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-4A
Friday,18,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Friday,18,5:30 PM - 7:00 PM,Computer Architecture,BDS-7A
Friday,18,7:00 PM - 8:30 PM,Web Development,BCS-6B
Friday,19,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1A
Friday,19,10:00 AM - 11:30 AM,Data Structures,BCS-1C
Friday,19,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Friday,19,1:00 PM - 2:30 PM,Statistics,BDS-8A
Friday,19,2:30 PM - 4:00 PM,Database Systems,BDS-6A
Friday,19,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Friday,19,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Friday,19,7:00 PM - 8:30 PM,Software Engineering,BCS-1C
Friday,20,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-8A
Friday,20,10:00 AM - 11:30 AM,Machine Learning,BDS-7A
Friday,20,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Friday,20,1:00 PM - 2:30 PM,Web Development,BCS-7A
Friday,20,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-3A
Friday,20,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Friday,20,5:30 PM - 7:00 PM,Linear Algebra,BDS-7A
Friday,20,7:00 PM - 8:30 PM,Statistics,BDS-6A
Friday,21,8:30 AM - 10:00 AM,Database Systems,BDS-2A
Friday,21,10:00 AM - 11:30 AM,Operating Systems,BDS-8A
Friday,21,11:30 AM - 1:00 PM,Computer Networks,BCS-2A
Friday,21,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Friday,21,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-8A
Friday,21,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Friday,21,5:30 PM - 7:00 PM,Computer Architecture,BCS-1B
Friday,21,7:00 PM - 8:30 PM,Web Development,BCS-3A
Friday,22,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-3A
Friday,22,10:00 AM - 11:30 AM,Data Structures,BDS-2A
Friday,22,11:30 AM - 1:00 PM,Linear Algebra,BSD-1A
Friday,22,1:00 PM - 2:30 PM,Statistics,BCS-1A
Friday,22,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Friday,22,4:00 PM - 5:30 PM,Operating Systems,BCS-7A
Friday,22,5:30 PM - 7:00 PM,Computer Networks,BCS-2A
Friday,22,7:00 PM - 8:30 PM,Software Engineering,BCS-7A
Friday,23,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-2A
Friday,23,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Friday,23,11:30 AM - 1:00 PM,Computer Architecture,BCS-1C
Friday,23,1:00 PM - 2:30 PM,Web Development,BCS-1A
Friday,23,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-7A
Friday,23,4:00 PM - 5:30 PM,Data Structures,BDS-7A
Friday,23,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Friday,23,7:00 PM - 8:30 PM,Statistics,BDS-5A
Friday,24,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Friday,24,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Friday,24,11:30 AM - 1:00 PM,Computer Networks,BCS-3A
Friday,24,1:00 PM - 2:30 PM,Software Engineering,BCS-3A
Friday,24,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-5A
Friday,24,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Friday,24,5:30 PM - 7:00 PM,Computer Architecture,BDS-7A
Friday,24,7:00 PM - 8:30 PM,Web Development,BCS-2A
Friday,25,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Friday,25,10:00 AM - 11:30 AM,Data Structures,BCS-1B
Friday,25,11:30 AM - 1:00 PM,Linear Algebra,BDS-5A
Friday,25,1:00 PM - 2:30 PM,Statistics,BDS-5A
Friday,25,2:30 PM - 4:00 PM,Database Systems,BDS-8A
Friday,25,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Friday,25,5:30 PM - 7:00 PM,Computer Networks,BCS-3A
Friday,25,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Friday,26,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Friday,26,10:00 AM - 11:30 AM,Machine Learning,BDS-7A
Friday,26,11:30 AM - 1:00 PM,Computer Architecture,BDS-8A
Friday,26,1:00 PM - 2:30 PM,Web Development,BCS-1B
Friday,26,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-3A
Friday,26,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Friday,26,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Friday,26,7:00 PM - 8:30 PM,Statistics,BCS-1C
Friday,27,8:30 AM - 10:00 AM,Database Systems,BSD-1A
Friday,27,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Friday,27,11:30 AM - 1:00 PM,Computer Networks,BDS-2A
Friday,27,1:00 PM - 2:30 PM,Software Engineering,BCS-3A
Friday,27,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Friday,27,4:00 PM - 5:30 PM,Machine Learning,BCS-7A
Friday,27,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Friday,27,7:00 PM - 8:30 PM,Web Development,BDS-2A
Friday,28,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-2A
Friday,28,10:00 AM - 11:30 AM,Data Structures,BSD-1A
Friday,28,11:30 AM - 1:00 PM,Linear Algebra,BDS-5A
Friday,28,1:00 PM - 2:30 PM,Statistics,BSD-1A
Friday,28,2:30 PM - 4:00 PM,Database Systems,BCS-6B
Friday,28,4:00 PM - 5:30 PM,Operating Systems,BDS-2A
Friday,28,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Friday,28,7:00 PM - 8:30 PM,Software Engineering,BCS-2A
Friday,29,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-3A
Friday,29,10:00 AM - 11:30 AM,Machine Learning,BCS-3A
Friday,29,11:30 AM - 1:00 PM,Computer Architecture,BDS-5A
Friday,29,1:00 PM - 2:30 PM,Web Development,BDS-2A
Friday,29,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-6A
Friday,29,4:00 PM - 5:30 PM,Data Structures,BDS-6A
Friday,29,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Friday,29,7:00 PM - 8:30 PM,Statistics,BDS-3A
Friday,30,8:30 AM - 10:00 AM,Database Systems,BCS-6B
Friday,30,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Friday,30,11:30 AM - 1:00 PM,Computer Networks,BCS-1B
Friday,30,1:00 PM - 2:30 PM,Software Engineering,BDS-3A
Friday,30,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Friday,30,4:00 PM - 5:30 PM,Machine Learning,BCS-2A
Friday,30,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Friday,30,7:00 PM - 8:30 PM,Web Development,BCS-1B
Friday,31,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1B
Friday,31,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Friday,31,11:30 AM - 1:00 PM,Linear Algebra,BSD-1A
Friday,31,1:00 PM - 2:30 PM,Statistics,BCS-3A
Friday,31,2:30 PM - 4:00 PM,Database Systems,BDS-7A
Friday,31,4:00 PM - 5:30 PM,Operating Systems,BDS-6A
Friday,31,5:30 PM - 7:00 PM,Computer Networks,BDS-8A
Friday,31,7:00 PM - 8:30 PM,Software Engineering,BSD-1A
Friday,32,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-2A
Friday,32,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
Friday,32,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Friday,32,1:00 PM - 2:30 PM,Web Development,BCS-1C
Friday,32,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1B
Friday,32,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Friday,32,5:30 PM - 7:00 PM,Linear Algebra,BDS-4A
Friday,32,7:00 PM - 8:30 PM,Statistics,BCS-6B
Friday,33,8:30 AM - 10:00 AM,Database Systems,BCS-3A
Friday,33,10:00 AM - 11:30 AM,Operating Systems,BCS-1A
Friday,33,11:30 AM - 1:00 PM,Computer Networks,BCS-2A
Friday,33,1:00 PM - 2:30 PM,Software Engineering,BCS-3A
Friday,33,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Friday,33,4:00 PM - 5:30 PM,Machine Learning,BDS-2A
Friday,33,5:30 PM - 7:00 PM,Computer Architecture,BCS-3A
Friday,33,7:00 PM - 8:30 PM,Web Development,BCS-1B
Friday,34,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-2A
Friday,34,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Friday,34,11:30 AM - 1:00 PM,Linear Algebra,BDS-4A
Friday,34,1:00 PM - 2:30 PM,Statistics,BDS-6A
Friday,34,2:30 PM - 4:00 PM,Database Systems,BCS-2A
Friday,34,4:00 PM - 5:30 PM,Operating Systems,BCS-2A
Friday,34,5:30 PM - 7:00 PM,Computer Networks,BCS-1C
Friday,34,7:00 PM - 8:30 PM,Software Engineering,BDS-8A
Friday,35,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Friday,35,10:00 AM - 11:30 AM,Machine Learning,BSD-1A
Friday,35,11:30 AM - 1:00 PM,Computer Architecture,BDS-4A
Friday,35,1:00 PM - 2:30 PM,Web Development,BCS-1B
Friday,35,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-5A
Friday,35,4:00 PM - 5:30 PM,Data Structures,BDS-6A
Friday,35,5:30 PM - 7:00 PM,Linear Algebra,BCS-3A
Friday,35,7:00 PM - 8:30 PM,Statistics,BDS-8A
Friday,36,8:30 AM - 10:00 AM,Database Systems,BCS-7A
Friday,36,10:00 AM - 11:30 AM,Operating Systems,BDS-7A
Friday,36,11:30 AM - 1:00 PM,Computer Networks,BDS-7A
Friday,36,1:00 PM - 2:30 PM,Software Engineering,BDS-7A
Friday,36,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-7A
Friday,36,4:00 PM - 5:30 PM,Machine Learning,BCS-1C
Friday,36,5:30 PM - 7:00 PM,Computer Architecture,BCS-3A
Friday,36,7:00 PM - 8:30 PM,Web Development,BCS-6B
Friday,37,8:30 AM - 10:00 AM,Programming Fundamentals,BSD-1A
Friday,37,10:00 AM - 11:30 AM,Data Structures,BSD-1A
Friday,37,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Friday,37,1:00 PM - 2:30 PM,Statistics,BDS-3A
Friday,37,2:30 PM - 4:00 PM,Database Systems,BCS-1B
Friday,37,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Friday,37,5:30 PM - 7:00 PM,Computer Networks,BCS-1B
Friday,37,7:00 PM - 8:30 PM,Software Engineering,BDS-8A
Friday,38,8:30 AM - 10:00 AM,Artificial Intelligence,BSD-1A
Friday,38,10:00 AM - 11:30 AM,Machine Learning,BDS-5A
Friday,38,11:30 AM - 1:00 PM,Computer Architecture,BCS-1C
Friday,38,1:00 PM - 2:30 PM,Web Development,BCS-1B
Friday,38,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-8A
Friday,38,4:00 PM - 5:30 PM,Data Structures,BDS-3A
Friday,38,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Friday,38,7:00 PM - 8:30 PM,Statistics,BCS-2A
Friday,39,8:30 AM - 10:00 AM,Database Systems,BDS-5A
Friday,39,10:00 AM - 11:30 AM,Operating Systems,BDS-7A
Friday,39,11:30 AM - 1:00 PM,Computer Networks,BDS-7A
Friday,39,1:00 PM - 2:30 PM,Software Engineering,BCS-1C
Friday,39,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1A
Friday,39,4:00 PM - 5:30 PM,Machine Learning,BSD-1A
Friday,39,5:30 PM - 7:00 PM,Computer Architecture,BCS-1A
Friday,39,7:00 PM - 8:30 PM,Web Development,BCS-6B
Friday,40,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Friday,40,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Friday,40,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Friday,40,1:00 PM - 2:30 PM,Statistics,BCS-1B
Friday,40,2:30 PM - 4:00 PM,Database Systems,BDS-7A
Friday,40,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Friday,40,5:30 PM - 7:00 PM,Computer Networks,BDS-8A
